Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL,Title,Creator,Subject,Description,Publisher,Contributor,Coverage,Date,Type,Format,Copyright Notice,Source,Language,Relation,Identifier
1104,AR-MA-Bruzzone-Laren-Benito-Abstracto-44-1104-00.jpg,"Laren, Benito Eungenio",Abstracto 44,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1104",-34599,-58380,"[imageOf 1104, RAC Database]",Abstracto 44,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-44-1104-00.jpg,,,,,,,,,,,,,,,
1105,AR-MA-Bruzzone-Laren-Benito-Abstracto-45-1105-00.jpg,"Laren, Benito Eungenio",Abstracto 45,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1105",-34599,-58380,"[imageOf 1105, RAC Database]",Abstracto 45,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-45-1105-00.jpg,,,,,,,,,,,,,,,
1106,AR-MA-Bruzzone-Laren-Benito-Abstracto-46-1106-00.jpg,"Laren, Benito Eungenio",Abstracto 46,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1106",-34599,-58380,"[imageOf 1106, RAC Database]",Abstracto 46,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-46-1106-00.jpg,,,,,,,,,,,,,,,
1107,AR-MA-Bruzzone-Laren-Benito-Abstracto-47-1107-00.jpg,"Laren, Benito Eungenio",Abstracto 47,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1107",-34599,-58380,"[imageOf 1107, RAC Database]",Abstracto 47,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-47-1107-00.jpg,,,,,,,,,,,,,,,
1108,AR-MA-Bruzzone-Laren-Benito-Abstracto-48-1108-00.jpg,"Laren, Benito Eungenio",Abstracto 48,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1108",-34599,-58380,"[imageOf 1108, RAC Database]",Abstracto 48,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-48-1108-00.jpg,,,,,,,,,,,,,,,
1109,AR-MA-Bruzzone-Laren-Benito-Abstracto-49-1109-00.jpg,"Laren, Benito Eungenio",Abstracto 49,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1109",-34599,-58380,"[imageOf 1109, RAC Database]",Abstracto 49,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-49-1109-00.jpg,,,,,,,,,,,,,,,
986,AR-MA-Bruzzone-Laren-Benito-Abstracto-5-0986-00.jpg,"Laren, Benito Eungenio",Abstracto 5,,Pintura sobre papel,Abstracto,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 986",-34599,-58380,"[imageOf 986, RAC Database]",Abstracto 5,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-5-0986-00.jpg,,,,,,,,,,,,,,,
1110,AR-MA-Bruzzone-Laren-Benito-Abstracto-50-1110-00.jpg,"Laren, Benito Eungenio",Abstracto 50,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1110",-34599,-58380,"[imageOf 1110, RAC Database]",Abstracto 50,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-50-1110-00.jpg,,,,,,,,,,,,,,,
1111,AR-MA-Bruzzone-Laren-Benito-Abstracto-51-1111-00.jpg,"Laren, Benito Eungenio",Abstracto 51,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1111",-34599,-58380,"[imageOf 1111, RAC Database]",Abstracto 51,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-51-1111-00.jpg,,,,,,,,,,,,,,,
1112,AR-MA-Bruzzone-Laren-Benito-Abstracto-52-1112-00.jpg,"Laren, Benito Eungenio",Abstracto 52,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1112",-34599,-58380,"[imageOf 1112, RAC Database]",Abstracto 52,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-52-1112-00.jpg,,,,,,,,,,,,,,,
1113,AR-MA-Bruzzone-Laren-Benito-Abstracto-53-1113-00.jpg,"Laren, Benito Eungenio",Abstracto 53,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1113",-34599,-58380,"[imageOf 1113, RAC Database]",Abstracto 53,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-53-1113-00.jpg,,,,,,,,,,,,,,,
1114,AR-MA-Bruzzone-Laren-Benito-Abstracto-54-1114-00.jpg,"Laren, Benito Eungenio",Abstracto 54,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1114",-34599,-58380,"[imageOf 1114, RAC Database]",Abstracto 54,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-54-1114-00.jpg,,,,,,,,,,,,,,,
1115,AR-MA-Bruzzone-Laren-Benito-Abstracto-55-1115-00.jpg,"Laren, Benito Eungenio",Abstracto 55,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1115",-34599,-58380,"[imageOf 1115, RAC Database]",Abstracto 55,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-55-1115-00.jpg,,,,,,,,,,,,,,,
1116,AR-MA-Bruzzone-Laren-Benito-Abstracto-56-1116-00.jpg,"Laren, Benito Eungenio",Abstracto 56,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1116",-34599,-58380,"[imageOf 1116, RAC Database]",Abstracto 56,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-56-1116-00.jpg,,,,,,,,,,,,,,,
1117,AR-MA-Bruzzone-Laren-Benito-Abstracto-57-1117-00.jpg,"Laren, Benito Eungenio",Abstracto 57,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1117",-34599,-58380,"[imageOf 1117, RAC Database]",Abstracto 57,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-57-1117-00.jpg,,,,,,,,,,,,,,,
1118,AR-MA-Bruzzone-Laren-Benito-Abstracto-58-1118-00.jpg,"Laren, Benito Eungenio",Abstracto 58,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1118",-34599,-58380,"[imageOf 1118, RAC Database]",Abstracto 58,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-58-1118-00.jpg,,,,,,,,,,,,,,,
1119,AR-MA-Bruzzone-Laren-Benito-Abstracto-59-1119-00.jpg,"Laren, Benito Eungenio",Abstracto 59,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1119",-34599,-58380,"[imageOf 1119, RAC Database]",Abstracto 59,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-59-1119-00.jpg,,,,,,,,,,,,,,,
987,AR-MA-Bruzzone-Laren-Benito-Abstracto-6-0987-00.jpg,"Laren, Benito Eungenio",Abstracto 6,,Pintura sobre papel,Abstracción de una cara,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 987",-34599,-58380,"[imageOf 987, RAC Database]",Abstracto 6,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-6-0987-00.jpg,,,,,,,,,,,,,,,
1120,AR-MA-Bruzzone-Laren-Benito-Abstracto-60-1120-00.jpg,"Laren, Benito Eungenio",Abstracto 60,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1120",-34599,-58380,"[imageOf 1120, RAC Database]",Abstracto 60,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-60-1120-00.jpg,,,,,,,,,,,,,,,
1121,AR-MA-Bruzzone-Laren-Benito-Abstracto-61-1121-00.jpg,"Laren, Benito Eungenio",Abstracto 61,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1121",-34599,-58380,"[imageOf 1121, RAC Database]",Abstracto 61,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-61-1121-00.jpg,,,,,,,,,,,,,,,
1122,AR-MA-Bruzzone-Laren-Benito-Abstracto-62-1122-00.jpg,"Laren, Benito Eungenio",Abstracto 62,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1122",-34599,-58380,"[imageOf 1122, RAC Database]",Abstracto 62,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-62-1122-00.jpg,,,,,,,,,,,,,,,
1123,AR-MA-Bruzzone-Laren-Benito-Abstracto-63-1123-00.jpg,"Laren, Benito Eungenio",Abstracto 63,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1123",-34599,-58380,"[imageOf 1123, RAC Database]",Abstracto 63,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-63-1123-00.jpg,,,,,,,,,,,,,,,
1124,AR-MA-Bruzzone-Laren-Benito-Abstracto-64-1124-00.jpg,"Laren, Benito Eungenio",Abstracto 64,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1124",-34599,-58380,"[imageOf 1124, RAC Database]",Abstracto 64,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-64-1124-00.jpg,,,,,,,,,,,,,,,
1125,AR-MA-Bruzzone-Laren-Benito-Abstracto-65-1125-00.jpg,"Laren, Benito Eungenio",Abstracto 65,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1125",-34599,-58380,"[imageOf 1125, RAC Database]",Abstracto 65,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-65-1125-00.jpg,,,,,,,,,,,,,,,
1126,AR-MA-Bruzzone-Laren-Benito-Abstracto-66-1126-00.jpg,"Laren, Benito Eungenio",Abstracto 66,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1126",-34599,-58380,"[imageOf 1126, RAC Database]",Abstracto 66,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-66-1126-00.jpg,,,,,,,,,,,,,,,
1127,AR-MA-Bruzzone-Laren-Benito-Abstracto-67-1127-00.jpg,"Laren, Benito Eungenio",Abstracto 67,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1127",-34599,-58380,"[imageOf 1127, RAC Database]",Abstracto 67,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-67-1127-00.jpg,,,,,,,,,,,,,,,
1128,AR-MA-Bruzzone-Laren-Benito-Abstracto-68-1128-00.jpg,"Laren, Benito Eungenio",Abstracto 68,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1128",-34599,-58380,"[imageOf 1128, RAC Database]",Abstracto 68,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-68-1128-00.jpg,,,,,,,,,,,,,,,
1129,AR-MA-Bruzzone-Laren-Benito-Abstracto-69-1129-00.jpg,"Laren, Benito Eungenio",Abstracto 69,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1129",-34599,-58380,"[imageOf 1129, RAC Database]",Abstracto 69,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-69-1129-00.jpg,,,,,,,,,,,,,,,
988,AR-MA-Bruzzone-Laren-Benito-Abstracto-7-0988-00.jpg,"Laren, Benito Eungenio",Abstracto 7,,Pintura sobre papel,Abstracto,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 988",-34599,-58380,"[imageOf 988, RAC Database]",Abstracto 7,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-7-0988-00.jpg,,,,,,,,,,,,,,,
1130,AR-MA-Bruzzone-Laren-Benito-Abstracto-70-1130-00.jpg,"Laren, Benito Eungenio",Abstracto 70,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1130",-34599,-58380,"[imageOf 1130, RAC Database]",Abstracto 70,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-70-1130-00.jpg,,,,,,,,,,,,,,,
1131,AR-MA-Bruzzone-Laren-Benito-Abstracto-71-1131-00.jpg,"Laren, Benito Eungenio",Abstracto 71,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1131",-34599,-58380,"[imageOf 1131, RAC Database]",Abstracto 71,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-71-1131-00.jpg,,,,,,,,,,,,,,,
1132,AR-MA-Bruzzone-Laren-Benito-Abstracto-72-1132-00.jpg,"Laren, Benito Eungenio",Abstracto 72,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1132",-34599,-58380,"[imageOf 1132, RAC Database]",Abstracto 72,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-72-1132-00.jpg,,,,,,,,,,,,,,,
1133,AR-MA-Bruzzone-Laren-Benito-Abstracto-73-1133-00.jpg,"Laren, Benito Eungenio",Abstracto 73,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1133",-34599,-58380,"[imageOf 1133, RAC Database]",Abstracto 73,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-73-1133-00.jpg,,,,,,,,,,,,,,,
1134,AR-MA-Bruzzone-Laren-Benito-Abstracto-74-1134-00.jpg,"Laren, Benito Eungenio",Abstracto 74,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1134",-34599,-58380,"[imageOf 1134, RAC Database]",Abstracto 74,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-74-1134-00.jpg,,,,,,,,,,,,,,,
1135,AR-MA-Bruzzone-Laren-Benito-Abstracto-75-1135-00.jpg,"Laren, Benito Eungenio",Abstracto 75,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1135",-34599,-58380,"[imageOf 1135, RAC Database]",Abstracto 75,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-75-1135-00.jpg,,,,,,,,,,,,,,,
1136,AR-MA-Bruzzone-Laren-Benito-Abstracto-76-1136-00.jpg,"Laren, Benito Eungenio",Abstracto 76,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1136",-34599,-58380,"[imageOf 1136, RAC Database]",Abstracto 76,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-76-1136-00.jpg,,,,,,,,,,,,,,,
1137,AR-MA-Bruzzone-Laren-Benito-Abstracto-77-1137-00.jpg,"Laren, Benito Eungenio",Abstracto 77,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1137",-34599,-58380,"[imageOf 1137, RAC Database]",Abstracto 77,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-77-1137-00.jpg,,,,,,,,,,,,,,,
1138,AR-MA-Bruzzone-Laren-Benito-Abstracto-78-1138-00.jpg,"Laren, Benito Eungenio",Abstracto 78,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1138",-34599,-58380,"[imageOf 1138, RAC Database]",Abstracto 78,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-78-1138-00.jpg,,,,,,,,,,,,,,,
1139,AR-MA-Bruzzone-Laren-Benito-Abstracto-79-1139-00.jpg,"Laren, Benito Eungenio",Abstracto 79,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1139",-34599,-58380,"[imageOf 1139, RAC Database]",Abstracto 79,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-79-1139-00.jpg,,,,,,,,,,,,,,,
989,AR-MA-Bruzzone-Laren-Benito-Abstracto-8-0989-00.jpg,"Laren, Benito Eungenio",Abstracto 8,,Pintura sobre papel,Abstracto,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 989",-34599,-58380,"[imageOf 989, RAC Database]",Abstracto 8,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-8-0989-00.jpg,,,,,,,,,,,,,,,
1140,AR-MA-Bruzzone-Laren-Benito-Abstracto-80-1140-00.jpg,"Laren, Benito Eungenio",Abstracto 80,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1140",-34599,-58380,"[imageOf 1140, RAC Database]",Abstracto 80,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-80-1140-00.jpg,,,,,,,,,,,,,,,
1141,AR-MA-Bruzzone-Laren-Benito-Abstracto-81-1141-00.jpg,"Laren, Benito Eungenio",Abstracto 81,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1141",-34599,-58380,"[imageOf 1141, RAC Database]",Abstracto 81,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-81-1141-00.jpg,,,,,,,,,,,,,,,
