Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL,Title,Creator,Subject,Description,Publisher,Contributor,Coverage,Date,Type,Format,Copyright Notice,Source,Language,Relation,Identifier
1142,AR-MA-Bruzzone-Laren-Benito-Abstracto-82-1142-00.jpg,"Laren, Benito Eungenio",Abstracto 82,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1142",-34599,-58380,"[imageOf 1142, RAC Database]",Abstracto 82,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-82-1142-00.jpg,,,,,,,,,,,,,,,
1143,AR-MA-Bruzzone-Laren-Benito-Abstracto-83-1143-00.jpg,"Laren, Benito Eungenio",Abstracto 83,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1143",-34599,-58380,"[imageOf 1143, RAC Database]",Abstracto 83,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-83-1143-00.jpg,,,,,,,,,,,,,,,
1144,AR-MA-Bruzzone-Laren-Benito-Abstracto-84-1144-00.jpg,"Laren, Benito Eungenio",Abstracto 84,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1144",-34599,-58380,"[imageOf 1144, RAC Database]",Abstracto 84,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-84-1144-00.jpg,,,,,,,,,,,,,,,
1145,AR-MA-Bruzzone-Laren-Benito-Abstracto-85-1145-00.jpg,"Laren, Benito Eungenio",Abstracto 85,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1145",-34599,-58380,"[imageOf 1145, RAC Database]",Abstracto 85,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-85-1145-00.jpg,,,,,,,,,,,,,,,
1146,AR-MA-Bruzzone-Laren-Benito-Abstracto-86-1146-00.jpg,"Laren, Benito Eungenio",Abstracto 86,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1146",-34599,-58380,"[imageOf 1146, RAC Database]",Abstracto 86,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-86-1146-00.jpg,,,,,,,,,,,,,,,
1147,AR-MA-Bruzzone-Laren-Benito-Abstracto-87-1147-00.jpg,"Laren, Benito Eungenio",Abstracto 87,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1147",-34599,-58380,"[imageOf 1147, RAC Database]",Abstracto 87,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-87-1147-00.jpg,,,,,,,,,,,,,,,
1148,AR-MA-Bruzzone-Laren-Benito-Abstracto-88-1148-00.jpg,"Laren, Benito Eungenio",Abstracto 88,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1148",-34599,-58380,"[imageOf 1148, RAC Database]",Abstracto 88,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-88-1148-00.jpg,,,,,,,,,,,,,,,
1149,AR-MA-Bruzzone-Laren-Benito-Abstracto-89-1149-00.jpg,"Laren, Benito Eungenio",Abstracto 89,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1149",-34599,-58380,"[imageOf 1149, RAC Database]",Abstracto 89,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-89-1149-00.jpg,,,,,,,,,,,,,,,
990,AR-MA-Bruzzone-Laren-Benito-Abstracto-9-0990-00.jpg,"Laren, Benito Eungenio",Abstracto 9,,Pintura sobre papel,Abstracto,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 990",-34599,-58380,"[imageOf 990, RAC Database]",Abstracto 9,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-9-0990-00.jpg,,,,,,,,,,,,,,,
1150,AR-MA-Bruzzone-Laren-Benito-Abstracto-90-1150-00.jpg,"Laren, Benito Eungenio",Abstracto 90,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1150",-34599,-58380,"[imageOf 1150, RAC Database]",Abstracto 90,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-90-1150-00.jpg,,,,,,,,,,,,,,,
1151,AR-MA-Bruzzone-Laren-Benito-Abstracto-91-1151-00.jpg,"Laren, Benito Eungenio",Abstracto 91,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1151",-34599,-58380,"[imageOf 1151, RAC Database]",Abstracto 91,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-91-1151-00.jpg,,,,,,,,,,,,,,,
1152,AR-MA-Bruzzone-Laren-Benito-Abstracto-92-1152-00.jpg,"Laren, Benito Eungenio",Abstracto 92,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1152",-34599,-58380,"[imageOf 1152, RAC Database]",Abstracto 92,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-92-1152-00.jpg,,,,,,,,,,,,,,,
1153,AR-MA-Bruzzone-Laren-Benito-Abstracto-93-1153-00.jpg,"Laren, Benito Eungenio",Abstracto 93,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1153",-34599,-58380,"[imageOf 1153, RAC Database]",Abstracto 93,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-93-1153-00.jpg,,,,,,,,,,,,,,,
1154,AR-MA-Bruzzone-Laren-Benito-Abstracto-94-1154-00.jpg,"Laren, Benito Eungenio",Abstracto 94,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1154",-34599,-58380,"[imageOf 1154, RAC Database]",Abstracto 94,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-94-1154-00.jpg,,,,,,,,,,,,,,,
1155,AR-MA-Bruzzone-Laren-Benito-Abstracto-95-1155-00.jpg,"Laren, Benito Eungenio",Abstracto 95,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1155",-34599,-58380,"[imageOf 1155, RAC Database]",Abstracto 95,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-95-1155-00.jpg,,,,,,,,,,,,,,,
1156,AR-MA-Bruzzone-Laren-Benito-Abstracto-96-1156-00.jpg,"Laren, Benito Eungenio",Abstracto 96,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1156",-34599,-58380,"[imageOf 1156, RAC Database]",Abstracto 96,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-96-1156-00.jpg,,,,,,,,,,,,,,,
1157,AR-MA-Bruzzone-Laren-Benito-Abstracto-97-1157-00.jpg,"Laren, Benito Eungenio",Abstracto 97,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1157",-34599,-58380,"[imageOf 1157, RAC Database]",Abstracto 97,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-97-1157-00.jpg,,,,,,,,,,,,,,,
1158,AR-MA-Bruzzone-Laren-Benito-Abstracto-98-1158-00.jpg,"Laren, Benito Eungenio",Abstracto 98,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1158",-34599,-58380,"[imageOf 1158, RAC Database]",Abstracto 98,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-98-1158-00.jpg,,,,,,,,,,,,,,,
1159,AR-MA-Bruzzone-Laren-Benito-Abstracto-99-1159-00.jpg,"Laren, Benito Eungenio",Abstracto 99,,Pintura sobre papel,Abstracto,17 cm x 12 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1159",-34599,-58380,"[imageOf 1159, RAC Database]",Abstracto 99,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-99-1159-00.jpg,,,,,,,,,,,,,,,
1480,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-1-1480-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 1,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1480",-34599,-58380,"[imageOf 1480, RAC Database]",Abstracto Serie II 1,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-1-1480-00.jpg,,,,,,,,,,,,,,,
1489,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-10-1489-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 10,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1489",-34599,-58380,"[imageOf 1489, RAC Database]",Abstracto Serie II 10,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-10-1489-00.jpg,,,,,,,,,,,,,,,
1490,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-11-1490-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 11,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1490",-34599,-58380,"[imageOf 1490, RAC Database]",Abstracto Serie II 11,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-11-1490-00.jpg,,,,,,,,,,,,,,,
1491,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-12-1491-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 12-,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1491",-34599,-58380,"[imageOf 1491, RAC Database]",Abstracto Serie II 12-,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-12-1491-00.jpg,,,,,,,,,,,,,,,
1492,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-13-1492-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 13,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1492",-34599,-58380,"[imageOf 1492, RAC Database]",Abstracto Serie II 13,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-13-1492-00.jpg,,,,,,,,,,,,,,,
1493,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-14-1493-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 14,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1493",-34599,-58380,"[imageOf 1493, RAC Database]",Abstracto Serie II 14,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-14-1493-00.jpg,,,,,,,,,,,,,,,
1494,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-15-1494-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 15,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1494",-34599,-58380,"[imageOf 1494, RAC Database]",Abstracto Serie II 15,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-15-1494-00.jpg,,,,,,,,,,,,,,,
1495,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-16-1495-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 16,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1495",-34599,-58380,"[imageOf 1495, RAC Database]",Abstracto Serie II 16,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-16-1495-00.jpg,,,,,,,,,,,,,,,
1496,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-17-1496-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 17,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1496",-34599,-58380,"[imageOf 1496, RAC Database]",Abstracto Serie II 17,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-17-1496-00.jpg,,,,,,,,,,,,,,,
1497,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-18-1497-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 18,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1497",-34599,-58380,"[imageOf 1497, RAC Database]",Abstracto Serie II 18,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-18-1497-00.jpg,,,,,,,,,,,,,,,
1498,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-19-1498-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 19,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1498",-34599,-58380,"[imageOf 1498, RAC Database]",Abstracto Serie II 19,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-19-1498-00.jpg,,,,,,,,,,,,,,,
1481,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-2-1481-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 2,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1481",-34599,-58380,"[imageOf 1481, RAC Database]",Abstracto Serie II 2,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-2-1481-00.jpg,,,,,,,,,,,,,,,
1499,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-20-1499-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 20,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,17 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1499",-34599,-58380,"[imageOf 1499, RAC Database]",Abstracto Serie II 20,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-20-1499-00.jpg,,,,,,,,,,,,,,,
1500,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-21-1500-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 21,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1500",-34599,-58380,"[imageOf 1500, RAC Database]",Abstracto Serie II 21,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-21-1500-00.jpg,,,,,,,,,,,,,,,
1501,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-22-1501-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 22,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1501",-34599,-58380,"[imageOf 1501, RAC Database]",Abstracto Serie II 22,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-22-1501-00.jpg,,,,,,,,,,,,,,,
1502,AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-23-1502-00.jpg,"Laren, Benito Eungenio",Abstracto Serie II 23,,Acrílicos sobre papel. Algunos presentan brillantinas,Abstracto. Chorreaduras y manchas de color,12.5 cm x 17 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1502",-34599,-58380,"[imageOf 1502, RAC Database]",Abstracto Serie II 23,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Laren-Benito-Abstracto-Serie-II-23-1502-00.jpg,,,,,,,,,,,,,,,
